Batchnumber,D loss,Dec loss,G loss,ber loss
162,0.6143226027488708,0.6931542158126831,0.6943913698196411,tensor([0.5064])
163,0.6143301725387573,0.6931496858596802,0.6943111419677734,tensor([0.5026])
164,0.6141555309295654,0.6931529641151428,0.6943252682685852,tensor([0.5084])
165,0.6143295764923096,0.693146824836731,0.6943604946136475,tensor([0.4992])
166,0.6138560175895691,0.6931436061859131,0.6943802833557129,tensor([0.4943])
167,0.6133858561515808,0.693142294883728,0.6945798993110657,tensor([0.4941])
168,0.6132922768592834,0.6931494474411011,0.6943982839584351,tensor([0.5024])
169,0.6131289601325989,0.6931478977203369,0.6944005489349365,tensor([0.5008])
170,0.613866925239563,0.6931485533714294,0.6943378448486328,tensor([0.5016])
171,0.6134021282196045,0.6931489706039429,0.6945065259933472,tensor([0.5024])
172,0.6125470995903015,0.6931511163711548,0.6944450736045837,tensor([0.5072])
173,0.6129135489463806,0.6931487321853638,0.6944693922996521,tensor([0.5052])
174,0.6128127574920654,0.6931475400924683,0.6944580674171448,tensor([0.5025])
175,0.6133438944816589,0.6931467056274414,0.6943485140800476,tensor([0.4970])
176,0.6131435632705688,0.6931476593017578,0.6943443417549133,tensor([0.5026])
177,0.6128471493721008,0.6931473016738892,0.6944881677627563,tensor([0.5019])
178,0.6128522753715515,0.6931471824645996,0.6944144368171692,tensor([0.4998])
179,0.6131711006164551,0.6931472420692444,0.6945102214813232,tensor([0.5010])
180,0.6127946972846985,0.6931470632553101,0.6945667862892151,tensor([0.4997])
181,0.6124341487884521,0.693144679069519,0.6945551633834839,tensor([0.4979])
182,0.6143559217453003,0.693144679069519,0.694313108921051,tensor([0.4910])
183,0.6128904819488525,0.6931493282318115,0.694362461566925,tensor([0.5023])
184,0.6130529642105103,0.6931501030921936,0.6943601965904236,tensor([0.5035])
185,0.6127485036849976,0.693142294883728,0.6944059729576111,tensor([0.4940])
186,0.6129977107048035,0.6931439638137817,0.6944772005081177,tensor([0.4965])
187,0.6127802133560181,0.6931514739990234,0.6944994330406189,tensor([0.5043])
188,0.6125402450561523,0.6931502819061279,0.6944850087165833,tensor([0.5037])
189,0.6128846406936646,0.6931509971618652,0.6943762898445129,tensor([0.5055])
190,0.6132824420928955,0.6931502819061279,0.6944146752357483,tensor([0.5059])
191,0.6115716695785522,0.6931482553482056,0.6945413947105408,tensor([0.5029])
192,0.6119604110717773,0.6931459307670593,0.6945335865020752,tensor([0.4967])
193,0.6126716732978821,0.693145751953125,0.6943020820617676,tensor([0.4969])
194,0.6118509769439697,0.693146824836731,0.6947535276412964,tensor([0.4992])
195,0.612529993057251,0.6931467056274414,0.6943805813789368,tensor([0.4990])
196,0.6131153106689453,0.6931476593017578,0.6943731904029846,tensor([0.5008])
197,0.6114543676376343,0.6931474208831787,0.6945796608924866,tensor([0.5002])
198,0.6128088235855103,0.6931465268135071,0.6942995190620422,tensor([0.4987])
199,0.6127007603645325,0.6931442022323608,0.6943194270133972,tensor([0.4952])
200,0.6124618649482727,0.6931460499763489,0.694340705871582,tensor([0.4984])
201,0.6120758056640625,0.6931506395339966,0.694320023059845,tensor([0.5052])
202,0.6120761632919312,0.6931496858596802,0.6944842338562012,tensor([0.5046])
203,0.6113541126251221,0.6931450366973877,0.694388747215271,tensor([0.4956])
204,0.6128249168395996,0.6931487321853638,0.6944143772125244,tensor([0.5030])
205,0.6125117540359497,0.6931450366973877,0.6942575573921204,tensor([0.4958])
206,0.612030029296875,0.6931480169296265,0.694357693195343,tensor([0.5013])
207,0.6120936274528503,0.6931465268135071,0.694461464881897,tensor([0.4987])
208,0.6114307641983032,0.6931508183479309,0.6946578621864319,tensor([0.5077])
209,0.6114361882209778,0.6931476593017578,0.6946062445640564,tensor([0.5013])
210,0.6122387647628784,0.6931483745574951,0.6944168210029602,tensor([0.5052])
211,0.6120787262916565,0.6931474208831787,0.694269597530365,tensor([0.5016])
212,0.6122356653213501,0.6931472420692444,0.6942005157470703,tensor([0.5051])
213,0.6116511821746826,0.6931246519088745,0.6945874094963074,tensor([0.4922])
214,0.6112136840820312,0.693120002746582,0.6943464875221252,tensor([0.4952])
215,0.6114236116409302,0.6931409239768982,0.6943485140800476,tensor([0.4982])
216,0.6112168431282043,0.6930729150772095,0.6943812966346741,tensor([0.4913])
217,0.6108622550964355,0.6931660771369934,0.6943879723548889,tensor([0.5003])
218,0.6109418272972107,0.6932168006896973,0.6944739818572998,tensor([0.5086])
219,0.6112281680107117,0.6931588053703308,0.694485604763031,tensor([0.5032])
220,0.6108423471450806,0.693150520324707,0.6943162083625793,tensor([0.5021])
221,0.61141037940979,0.6931476593017578,0.6944236755371094,tensor([0.5007])
222,0.611652135848999,0.6931354403495789,0.6943323612213135,tensor([0.4932])
223,0.6108514666557312,0.6931356191635132,0.694468080997467,tensor([0.4966])
224,0.6110333204269409,0.6931192874908447,0.6944001317024231,tensor([0.4944])
225,0.6113429069519043,0.6931487917900085,0.6943626403808594,tensor([0.4996])
226,0.6108794212341309,0.6931315064430237,0.6943553686141968,tensor([0.4968])
227,0.6111175417900085,0.6931614279747009,0.6944983601570129,tensor([0.5015])
228,0.6112432479858398,0.6931606531143188,0.6944793462753296,tensor([0.5023])
229,0.6117792129516602,0.6931167840957642,0.6943390965461731,tensor([0.4934])
230,0.6104828119277954,0.6930802464485168,0.6943609118461609,tensor([0.4906])
231,0.611171305179596,0.6931255459785461,0.6944618225097656,tensor([0.4965])
232,0.6107746362686157,0.6931591033935547,0.6943982243537903,tensor([0.5001])
233,0.6108318567276001,0.6931178569793701,0.6944148540496826,tensor([0.4957])
234,0.610815167427063,0.6930657029151917,0.6942475438117981,tensor([0.4915])
235,0.6102720499038696,0.6930742859840393,0.6943019032478333,tensor([0.4932])
236,0.6109613180160522,0.6931213140487671,0.6943290829658508,tensor([0.4968])
237,0.6101040840148926,0.6931014060974121,0.6943613886833191,tensor([0.4964])
238,0.6104822158813477,0.6931305527687073,0.6942300200462341,tensor([0.4974])
239,0.6100831031799316,0.6930944323539734,0.6944032311439514,tensor([0.4957])
240,0.6101396083831787,0.6931990385055542,0.6945608258247375,tensor([0.5017])
241,0.609908938407898,0.693126916885376,0.6945700645446777,tensor([0.4975])
242,0.6102632880210876,0.6930720806121826,0.6942189335823059,tensor([0.4944])
243,0.6096204519271851,0.6930549144744873,0.6943667531013489,tensor([0.4914])
244,0.6106203198432922,0.693260669708252,0.6945507526397705,tensor([0.5069])
245,0.60970139503479,0.6931635141372681,0.6945257782936096,tensor([0.5008])
246,0.6103976368904114,0.6931430101394653,0.6943356990814209,tensor([0.4974])
247,0.6106023192405701,0.6931812763214111,0.6945232152938843,tensor([0.5007])
248,0.6096475124359131,0.693135142326355,0.6943862438201904,tensor([0.4999])
249,0.6101409196853638,0.6931475400924683,0.6944960951805115,tensor([0.5005])
250,0.6107291579246521,0.6931208372116089,0.6942519545555115,tensor([0.4977])
251,0.6101080179214478,0.69316565990448,0.6944059133529663,tensor([0.4994])
252,0.6097855567932129,0.693130612373352,0.6942229866981506,tensor([0.4960])
253,0.6100446581840515,0.6931540966033936,0.6943409442901611,tensor([0.5007])
254,0.6104352474212646,0.693153977394104,0.6944293975830078,tensor([0.5015])
255,0.609827995300293,0.6931219696998596,0.6943312287330627,tensor([0.4977])
256,0.61054927110672,0.6931726932525635,0.6942049860954285,tensor([0.5049])
257,0.6102838516235352,0.6931281089782715,0.6943633556365967,tensor([0.5000])
258,0.6094844341278076,0.6931617259979248,0.6943087577819824,tensor([0.4978])
259,0.6102783679962158,0.6931562423706055,0.6943486332893372,tensor([0.4993])
260,0.6099898815155029,0.6931438446044922,0.6945340633392334,tensor([0.4946])
261,0.609356164932251,0.6931350231170654,0.6944469213485718,tensor([0.4888])
262,0.6096272468566895,0.6931471824645996,0.6943784952163696,tensor([0.4992])
263,0.6095670461654663,0.6931589841842651,0.6944785118103027,tensor([0.5071])
264,0.6091718077659607,0.693142294883728,0.6943936347961426,tensor([0.4959])
265,0.6101338863372803,0.6931487321853638,0.6943237781524658,tensor([0.4998])
266,0.6101495027542114,0.6931424736976624,0.6943882703781128,tensor([0.5018])
267,0.609559178352356,0.6931493282318115,0.6945991516113281,tensor([0.4977])
268,0.6102837324142456,0.6931419372558594,0.6942306160926819,tensor([0.4979])
269,0.6093829870223999,0.693145751953125,0.6942517757415771,tensor([0.5005])
270,0.6091898679733276,0.6931520700454712,0.6943803429603577,tensor([0.5004])
271,0.609322190284729,0.6931444406509399,0.6944392323493958,tensor([0.4938])
272,0.609013557434082,0.693137526512146,0.6943296790122986,tensor([0.4956])
273,0.6091867089271545,0.6931448578834534,0.6943526268005371,tensor([0.4957])
274,0.6095784902572632,0.6931456923484802,0.6943234801292419,tensor([0.5063])
275,0.6091992855072021,0.6931304335594177,0.6943824887275696,tensor([0.4966])
276,0.6093292236328125,0.6931427717208862,0.6943641901016235,tensor([0.4965])
277,0.609181821346283,0.6931605935096741,0.6942569613456726,tensor([0.5067])
278,0.608864426612854,0.6931453943252563,0.6944392919540405,tensor([0.4990])
279,0.6095154881477356,0.6931495666503906,0.6944301724433899,tensor([0.5012])
280,0.6094238758087158,0.6931583285331726,0.694479763507843,tensor([0.5070])
281,0.6082987785339355,0.6931478977203369,0.6944522261619568,tensor([0.4999])
282,0.6088905930519104,0.6931481957435608,0.6943767666816711,tensor([0.5002])
283,0.6084733605384827,0.6931449770927429,0.6945028305053711,tensor([0.4965])
284,0.6089937686920166,0.6931495070457458,0.6943386793136597,tensor([0.5013])
285,0.6085511445999146,0.6931462287902832,0.694362998008728,tensor([0.4946])
286,0.6087585687637329,0.6931475400924683,0.6944769620895386,tensor([0.5001])
287,0.60825514793396,0.6931445598602295,0.6945089101791382,tensor([0.4958])
288,0.6086084842681885,0.6931437253952026,0.6945205926895142,tensor([0.4946])
289,0.6079869866371155,0.6931470632553101,0.6946476101875305,tensor([0.4985])
290,0.6084896326065063,0.6931461095809937,0.6944250464439392,tensor([0.5027])
291,0.6088640093803406,0.6931435465812683,0.6943380832672119,tensor([0.4930])
292,0.6087668538093567,0.6931493878364563,0.6942102909088135,tensor([0.4992])
293,0.6084844470024109,0.6931474208831787,0.6944504976272583,tensor([0.5016])
294,0.6084543466567993,0.6931489109992981,0.6944531798362732,tensor([0.5015])
295,0.6084833145141602,0.693146288394928,0.6943642497062683,tensor([0.4986])
296,0.6087539196014404,0.6931518316268921,0.6944907307624817,tensor([0.5066])
297,0.6081451177597046,0.6931471228599548,0.6943850517272949,tensor([0.4994])
298,0.6083335876464844,0.693146288394928,0.6944497227668762,tensor([0.5004])
299,0.6077655553817749,0.693145751953125,0.6944200992584229,tensor([0.4971])
300,0.6078347563743591,0.6931449174880981,0.694365382194519,tensor([0.4964])
301,0.6082853078842163,0.6931504011154175,0.6943652033805847,tensor([0.5057])
302,0.60834801197052,0.6931477785110474,0.6943557262420654,tensor([0.5010])
303,0.6078811883926392,0.6931473016738892,0.6943650245666504,tensor([0.5002])
304,0.6083533763885498,0.6931495666503906,0.6944778561592102,tensor([0.5071])
305,0.6086084842681885,0.693152666091919,0.6942200660705566,tensor([0.5074])
306,0.6085929274559021,0.6931488513946533,0.6942566633224487,tensor([0.5052])
307,0.6075926423072815,0.6931495666503906,0.6944763660430908,tensor([0.5032])
308,0.6080231666564941,0.6931502223014832,0.6944715976715088,tensor([0.5052])
309,0.6075382232666016,0.6931473016738892,0.6944481730461121,tensor([0.5004])
310,0.6080783605575562,0.6931454539299011,0.6945419311523438,tensor([0.5010])
311,0.6081461906433105,0.6931354999542236,0.6943960189819336,tensor([0.4968])
312,0.6073867082595825,0.6931501626968384,0.6945138573646545,tensor([0.4957])
313,0.6076769828796387,0.6931476593017578,0.6943739652633667,tensor([0.4954])
314,0.6072064638137817,0.6931494474411011,0.6944196820259094,tensor([0.5085])
315,0.6077202558517456,0.6931489706039429,0.6943739056587219,tensor([0.5053])
316,0.607469916343689,0.6931427121162415,0.6944712400436401,tensor([0.4970])
317,0.6074134111404419,0.6931391954421997,0.6942955255508423,tensor([0.4987])
318,0.6067419648170471,0.6931518316268921,0.6946288347244263,tensor([0.5048])
319,0.6074913144111633,0.6931416988372803,0.6943141222000122,tensor([0.4910])
320,0.6078631281852722,0.6931486129760742,0.6943109035491943,tensor([0.5032])
321,0.6072865128517151,0.6931506991386414,0.6943581700325012,tensor([0.5074])
322,0.607710063457489,0.6931459307670593,0.6944314241409302,tensor([0.5009])
323,0.6072314977645874,0.6931444406509399,0.6944328546524048,tensor([0.5035])
324,0.6076088547706604,0.6931461095809937,0.6943210363388062,tensor([0.4976])
325,0.6069086790084839,0.6931443214416504,0.6944143772125244,tensor([0.4979])
326,0.6068384647369385,0.6931447982788086,0.6943585276603699,tensor([0.4959])
327,0.6070387959480286,0.693146824836731,0.6942337155342102,tensor([0.4977])
328,0.6075233817100525,0.693131685256958,0.6943596601486206,tensor([0.4927])
329,0.6067183017730713,0.6931424140930176,0.6945064067840576,tensor([0.4998])
330,0.6065766215324402,0.6931566596031189,0.6944676041603088,tensor([0.5025])
331,0.6068276166915894,0.6931425333023071,0.6944859027862549,tensor([0.4986])
332,0.6066797971725464,0.6931533813476562,0.6944301128387451,tensor([0.5041])
333,0.6066260933876038,0.6931429505348206,0.6943652629852295,tensor([0.4992])
334,0.6068114042282104,0.693142294883728,0.6943749189376831,tensor([0.4948])
335,0.6069130897521973,0.6931469440460205,0.694442093372345,tensor([0.4983])
336,0.6068832874298096,0.6931402683258057,0.6942965984344482,tensor([0.4881])
337,0.6066447496414185,0.6931475400924683,0.6943557262420654,tensor([0.5031])
338,0.6066211462020874,0.6931445598602295,0.6942997574806213,tensor([0.4953])
339,0.6069936752319336,0.6931447982788086,0.6942506432533264,tensor([0.4955])
340,0.6070247292518616,0.6931403875350952,0.6944007277488708,tensor([0.4926])
341,0.6065706014633179,0.6931480169296265,0.694370687007904,tensor([0.5004])
342,0.606580376625061,0.6931447982788086,0.6944177746772766,tensor([0.4978])
343,0.6061612367630005,0.6931483149528503,0.6943758130073547,tensor([0.4992])
344,0.6060769557952881,0.6931557655334473,0.6944797039031982,tensor([0.5092])
345,0.6062057018280029,0.6931468844413757,0.6943430304527283,tensor([0.4991])
346,0.6063218116760254,0.693150520324707,0.6943891644477844,tensor([0.5042])
347,0.6061437129974365,0.6931493282318115,0.6943251490592957,tensor([0.5024])
348,0.6064874529838562,0.6931450366973877,0.694244384765625,tensor([0.4987])
349,0.6065943837165833,0.6931459903717041,0.694306492805481,tensor([0.4998])
350,0.6060997247695923,0.6931480765342712,0.6943080425262451,tensor([0.5024])
351,0.6063970923423767,0.6931481957435608,0.6942195892333984,tensor([0.4956])
352,0.6057639718055725,0.6931477785110474,0.6944190263748169,tensor([0.5027])
353,0.6062839031219482,0.6931459903717041,0.6943305730819702,tensor([0.5012])
354,0.6056970357894897,0.6931463479995728,0.6944159269332886,tensor([0.4986])
355,0.6060245037078857,0.6931449770927429,0.694426953792572,tensor([0.4996])
356,0.6058174967765808,0.6931453943252563,0.6944752335548401,tensor([0.4957])
357,0.6053556203842163,0.6931466460227966,0.6945633888244629,tensor([0.5015])
358,0.606303334236145,0.6931453943252563,0.6943621635437012,tensor([0.4962])
359,0.6062067151069641,0.6931502819061279,0.6943532228469849,tensor([0.5034])
